smiles,pKb,pKaBasic_train_test,scaffold
Cc1cc(-c2ccccc2[C@@H](C)OC[C@H](O)CNC(C)(C)Cc2ccc(Cl)c(F)c2)ccc1C(=O)O,9.61,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9391af0>
O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F,9.62,test,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9391b60>
c1ccc2c3c([nH]c2c1)C12CCCCC1C(C3)N(CC1CC1)CC2,9.62,test,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9391bd0>
c1ccc(CCN2CCC(CCc3c[nH]c4ccccc34)CC2)cc1,9.62,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9391d20>
COc1cc(O)c(C(=O)Nc2nc(C(=O)NCCN(C(C)C)C(C)C)cs2)cc1OC,9.62,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9391d90>
Oc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@@]4(O)[C@@H](C2)N(CC2CCC2)CC[C@]314,9.62,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9391e00>
Nc1nc(CC(=O)Nc2ccc(CCNC[C@H](O)c3ccccc3)cc2)cs1,9.62,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9391e70>
CN1[C@H]2CC[C@@H]1[C@@H](CN(CCS)CCNCCS)[C@@H](c1ccc(Cl)cc1)C2,9.62,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9391ee0>
NC1=N[C@H](O)[C@H]2[C@H]3O[C@]4(O)O[C@@H]([C@@H](O)[C@@]2(N1)[C@@H]4O)[C@]3(O)CO,9.62,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9391f50>
CC1(C)C(=O)N(C(=O)NCC2CCN(CC3(O)CCOCC3)CC2)c2cc(F)ccc21,9.62,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9392030>
CC(Cc1ccc(O)cc1)NCC(O)c1cc(O)cc(O)c1,9.63,test,<rdkit.Chem.rdchem.Mol object at 0x7fcdd93920a0>
CC(C)(C)NCC(O)c1cc(Cl)c(N)c(C(F)(F)F)c1,9.63,test,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9392110>
NC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1,9.63,test,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9392180>
CC(C)(C)NCC(O)c1cc(Cl)c(N)c(Cl)c1,9.63,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd93921f0>
CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,9.63,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9392260>
NC1CCN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)C1,9.63,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd93922d0>
CCCNCC(O)COc1ccc2c(=O)cc(-c3ccccc3)oc2c1,9.63,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9392340>
CC(C)(CCn1cnc2ccccc21)NCC(O)c1ccc(O)cc1F,9.63,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9392490>
Nc1c(Cl)cc([C@@H](O)CNCCCCCCOCCc2ccccn2)cc1Cl,9.63,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9392570>
O=C1c2ccccc2S(=O)(=O)N1CCCCNC[C@H]1CCc2ccccc2O1,9.63,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd93925e0>
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCC(N)C3)nc21,9.63,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9392650>
CN1CCC(CC2CC(c3ccccc3)c3ccccc32)C1,9.63,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd93926c0>
CO[C@]12CC[C@@]3(C[C@@H]1C(C)(C)O)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,9.63,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd93927a0>
CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,9.63,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9392810>
CCOC(=O)C(CC1CCCCN1)(c1ccccc1)c1ccccc1,9.63,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9392880>
CC1=NC(=O)[C@](CCN(C(C)C)C(C)C)(c2ccccc2)[C@H]2CCCCN12,9.63,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd93928f0>
CO[C@@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,9.63,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd93929d0>
O=C1Cc2ccccc2C(=C2CCNCC2)c2ccsc21,9.63,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9392a40>
CC1CCCCN1CCCOC(=O)c1ccccc1,9.64,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9392ab0>
CC1CCCCN1CCCOC(=O)c1ccc(OC2CCCCC2)cc1,9.65,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9392b20>
CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H]([N+]3(C)CCCCC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1N1CCCCC1,9.65,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9392b90>
CCCCN(CCCC)CCCOc1c(C)cc(C(=O)c2cc(=O)c3ccccc3o2)cc1C,9.65,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9392ce0>
C[C@@]12C[C@H](N)[C@@H]1CN(c1nc3c(cc1F)c(=O)c(C(=O)O)cn3C1CC1)C2,9.65,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9392d50>
CN(C(=O)Cc1ccc(Cl)c(Cl)c1)[C@@H]1CCCC[C@H]1N1CCCC1,9.65,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9392dc0>
C=CC[N+]1([C@H]2C[C@H]3[C@@H]4CC[C@H]5C[C@H](OC(C)=O)[C@@H](N6CCCCC6)C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2OC(=O)CC)CCCCC1,9.65,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9392ea0>
COc1ccc(CCO[C@@H]2CCCC[C@H]2N2CC[C@@H](O)C2)cc1OC,9.65,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9392f10>
Nc1ncccc1-c1nc2ccc(-c3ccccc3)nc2n1-c1ccc(C2(N)CCC2)cc1,9.65,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9392f80>
CC(=O)N(C)C1CCN(c2cccc(-c3ccc4nc(-c5cccnc5N)n(-c5ccc(C6(N)CCC6)cc5)c4n3)c2)CC1,9.65,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9392ff0>
COc1ccc2c(c1)-c1nn(CCCN(C)C)c3ccc([N+](=O)[O-])c(c13)N2,9.66,test,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9393060>
COc1c(N2C[C@@H](C)C[C@H](N)C2)ccc2c(=O)c(C(=O)O)cn(C3CC3)c12,9.66,test,<rdkit.Chem.rdchem.Mol object at 0x7fcdd93930d0>
CCN(CC)C(=O)Nc1ccc(OCC(O)CNC(C)(C)C)c(C(C)=O)c1,9.66,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9393140>
CC(C)(C)NCC(O)COc1cccc2c1CCCC2=O,9.66,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd93931b0>
CN1CCC23CCCCC2C1Cc1ccc(O)cc13,9.66,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9393220>
NCCc1ccc(O)cc1,9.66,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9393290>
CN(C)CCCn1c2c(c3ccccc31)CCCCCC2,9.66,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9393300>
Cn1c(=O)c2c(ncn2CCCNCC(O)c2cc(O)cc(O)c2)n(C)c1=O,9.66,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9393370>
CC(C)(C)NC[C@H](O)COc1cccc2c1CCCC2=O,9.66,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd93933e0>
CC(C)(C)NCC(O)COc1cccc2c1CC1(CCCCC1)C2=O,9.66,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9393530>
Cc1cc(=O)c2c(O)c3ccoc3c(OCC(O)CNC(C)(C)C)c2o1,9.66,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd93935a0>
CC(C)(C)NCC(O)COc1cc(Cl)ccc1C1=CC(=O)CC1,9.66,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9393610>
C[C@H](Cc1cc2c(c(C(N)=O)c1)N(CCCO)CC2)NCCOc1ccccc1OCC(F)(F)F,9.66,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9393680>
CN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13,9.66,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd93936f0>
CN1CC[C@@]23CCCC[C@@H]2[C@@H]1Cc1ccc(O)cc13,9.66,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9393760>
C=CCOc1ccccc1OC[C@H](O)CNC(C)C,9.67,test,<rdkit.Chem.rdchem.Mol object at 0x7fcdd93937d0>
CC(C)NCC(O)COc1ccc(OCCOCC2CC2)cc1,9.67,test,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9393840>
COc1ccccc1OC[C@@H](O)CNC(C)C,9.67,test,<rdkit.Chem.rdchem.Mol object at 0x7fcdd93938b0>
CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,9.67,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9393a00>
CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1,9.67,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9393a70>
CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1,9.67,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9393ae0>
COCCc1ccc(OCC(O)CNC(C)C)cc1,9.67,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9393b50>
C=CCOc1ccccc1OCC(O)CNC(C)C,9.67,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9393bc0>
CC(C)NCC(O)COc1cccc2[nH]ccc12,9.67,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9393c30>
CC(C)NCC(O)COc1cccc2ccccc12,9.67,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9393ca0>
CC(C)CNCCOC(=O)c1cccc(N)c1,9.67,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9393d10>
CC(C)CNCCOC(=O)c1ccc(N)cc1,9.67,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9393d80>
Cc1cccc(OCC(O)CNC(C)C)c1,9.67,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9393df0>
CC(C)NC[C@@H](O)COc1cccc2ccccc12,9.67,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9393e60>
CC(C)NCC(O)c1ccc(O)c(NS(C)(=O)=O)c1,9.67,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9393ed0>
CC(=O)Oc1c(C)cc(OCC(O)CNC(C)C)c(C)c1C,9.67,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9393f40>
CSc1ccccc1OCC(O)CNC(C)C,9.67,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9394040>
C[C@]12C[C@H](O)[C@@H](N)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,9.67,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd93940b0>
COC(=O)NCCc1ccc(OCC(O)CNC(C)C)cc1,9.67,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9394120>
COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1,9.67,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9394190>
CC(C)NC[C@H](O)COc1ccc(CCOCC2CC2)cc1,9.67,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9394200>
CC(C)NCC(O)COc1ccc(CC(=O)OCCC23CC4CC(CC(C4)C2)C3)cc1,9.67,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9394270>
COCCc1ccc(OCC(O)CNC(C)C)cc1.COCCc1ccc(OCC(O)CNC(C)C)cc1.O=C(O)CCC(=O)O,9.67,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd93942e0>
CC(C)NCC(O)COc1ccccc1C1CCCCC1,9.67,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9394350>
CC(C)NCC(O)COc1ccc(CCNC(=O)NC(C)C)cc1,9.67,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9394430>
COc1ccccc1OCC(O)CNC(C)C,9.67,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd93944a0>
Cc1cc2c(OCC(O)CNC(C)C)cccc2[nH]1,9.67,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9394510>
CC(C)NCC(O)COc1ccccc1C1CC1,9.67,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9394580>
CC(C)NCC(O)COc1nccs1,9.67,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd93945f0>
CC(C)NCC(O)COc1cccc2[nH]c3ccccc3c12,9.67,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9394660>
CC(C)NC[C@H](O)COc1ccc(OCCOCCc2ccc(F)cc2)cc1,9.67,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd93946d0>
CC(C)NCC(O)COc1cccc2c1OCC(O[N+](=O)[O-])C2,9.67,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd93947b0>
CC(C)NC[C@H](O)COc1cccc2ccccc12,9.67,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9394820>
CC(C)NCC(O)COc1ccccc1-n1cccc1,9.67,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9394890>
CC(C)NCC(O)COc1cccc2c1C=CCC2,9.67,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9394900>
CC(C)NC[C@H](O)COc1ccc(CC(N)=O)cc1,9.67,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9394970>
O=C(CCCN1CC2CCC(CC2)C1)c1ccc(F)cc1,9.67,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9394a50>
CC(=O)Nc1ccc(OC[C@H](O)CNC(C)C)cc1,9.67,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9394b30>
Clc1ccc(CCCOCCCN2CCCCC2)cc1,9.67,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9394ba0>
N[C@@H]1CCCCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1,9.67,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9394c10>
CCOC[C@@H]1[C@@H](c2ccc(Cl)c(Cl)c2)C[C@@H]2CC[C@H]1N2C,9.67,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9394c80>
COCCc1ccc(OCC(O)CNC(C)C)cc1.COCCc1ccc(OCC(O)CNC(C)C)cc1,9.67,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9394cf0>
NCC[C@@H](O)c1cccc(OCC2CCCCC2)c1,9.67,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9394d60>
CN(C)C1CCN(C(=O)c2ccc(NC(=O)Nc3ccc(-c4nc(N5CCOCC5)nc(N5CCOCC5)n4)cc3)cc2)CC1,9.67,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9394dd0>
CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1.CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1,9.67,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9394e40>
CC(C)NC[C@@H](O)COc1cccc2c1N(C(=O)c1cccnc1)CCC2,9.67,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9394f20>
COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,9.68,test,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9394f90>
CC[C@]1(c2ccccc2)OC[C@H]([C@@H]2CCCCN2)O1,9.68,test,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9395000>
C[C@H](N)[C@H](O)c1cccc(O)c1,9.68,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9395070>
CNCCOC(c1ccccc1)c1ccccc1C,9.68,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd93950e0>
CNCC(O)c1cc(OC)c(O)c(OC)c1,9.68,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9395150>
CCCCCCCC(C)c1cc(OC(=O)CCCN(CC)CC)c2c(c1)OC(C)(C)C1=C2CC(C)CC1,9.68,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd93951c0>
NC(=O)C(CCN1CCCCC1)(c1ccccc1)c1ccccc1,9.68,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9395230>
c1ccc(C2(c3ccccc3)OCC(C3CCCCN3)O2)cc1,9.68,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9395310>
CC(C)(C)NCC(O)COc1ccc(O)c2c1C1CCC2CC1,9.68,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9395380>
c1ccc(C2(c3ccccc3)OC[C@H]([C@@H]3CCCCN3)O2)cc1,9.68,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd93953f0>
CNCCNc1ccc2c3c(nn2CCNCCO)-c2cnccc2C(=O)c13,9.68,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9395460>
Clc1cc(N2C[C@@H]3CN[C@@H]3C2)cnc1Cl,9.68,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd93954d0>
Clc1cc(N2C[C@@H]3CN[C@@H]3C2)cnc1Cl.O=S(=O)(O)c1ccccc1,9.68,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9395540>
COc1ccc(CCN(C)CCC[C@](C#N)(c2cc(OC)c(OC)c(OC)c2)C(C)C)cc1OC,9.68,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd93955b0>
CC(C)CNCc1ccc(-c2ccccc2S(=O)(=O)N2CCCC2)cc1,9.68,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9395690>
COc1cccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)c1,9.69,test,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9395700>
CNC[C@H](O)c1cccc(O)c1,9.69,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9395770>
CC(C)(Cc1c[nH]c2ccccc12)NCC(O)COc1ccccc1C#N,9.69,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd93957e0>
CCCCCCCCCCCCC(C#N)(CCCN(C)CCc1cccc(OC)c1)c1cccc(OC)c1,9.69,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9395850>
CC(C)(Cc1c[nH]c2ccccc12)NCC(O)COc1cccc2[nH]ccc12,9.69,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9395930>
CC(C)NCC(O)c1cc(O)cc(O)c1,9.7,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd93959a0>
CCN(CC)CCC(=O)N1c2ccccc2Sc2ccc(Cl)cc21,9.7,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9395a10>
CNCC[C@H](Oc1cccc2ccccc12)c1cccs1,9.7,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9395af0>
Cc1cc2c(OCC(O)CNC(C)CCn3cnc4c3c(=O)n(C)c(=O)n4C)cccc2[nH]1,9.7,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9395b60>
CCOC(=O)Nc1ccc2c(c1)N(C(=O)CCN(CC)CC)c1ccccc1S2,9.7,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9395bd0>
CCN(CC)CCC(=O)N1c2ccccc2Sc2ccc(C(F)(F)F)cc21,9.7,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9395c40>
CN[C@H]1CCc2cc(OC)c(OC)c(OC)c2-c2ccc(OC)c(=O)cc21,9.7,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9395cb0>
CCOC(=O)COc1ccc2c(c1)C[C@@H](NC[C@H](O)c1cccc(Cl)c1)CC2,9.7,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9395d20>
CNCC[C@@H](Oc1cccc2ccccc12)c1cccs1,9.7,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9395d90>
COCCN(CCCCC1=CC=C2CCCN=C2N1)CC[C@H](Nc1ncnc2ccccc12)C(=O)O,9.7,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9395ee0>
CCc1cc2c(cc1CC)CC(NC[C@H](O)c1ccc(O)c3[nH]c(=O)ccc13)C2,9.71,test,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9395f50>
Nc1cc(Cl)c(N=C2NCCN2)c(Cl)c1,9.71,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9395fc0>
CCCNC(C)(C)COC(=O)c1ccccc1,9.71,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9396030>
NC[C@@H]1O[C@H](O[C@H]2[C@@H](O)[C@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3N)O[C@@H]2CO)[C@H](N)[C@@H](O)[C@@H]1O,9.71,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd93960a0>
CC(CC(C(N)=O)(c1ccccc1)c1ccccc1)N(C)C,9.71,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9396110>
CCN(CC)CCc1oc(=O)[nH]c1-c1ccc(F)cc1,9.71,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9396180>
C[C@H](N)Cc1cccc(O)c1,9.71,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd93961f0>
CC(C)(C)NC[C@H](O)c1ccc(O)cc1Cl,9.71,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9396260>
CCN(CC)Cc1ccc2cc(COC(=O)Nc3ccc(C(=O)NO)cc3)ccc2c1,9.71,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd93962d0>
CC(=O)OC1(C(C)CN(C)C)CCCCC1c1ccccc1,9.71,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9396340>
CC[C@@](C)(O)[C@H]1C[C@@]23C=C[C@]1(OC)[C@@H]1Oc4c(OC)ccc5c4[C@@]12CCN(CC1CC1)[C@@H]3C5,9.71,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd93963b0>
CCCCCCCCCCCCCCCCCCN(CCO)CCCN(CCO)CCO.F.F,9.72,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9396500>
CC(C)N1CCC(c2ccccc2)(c2ccccc2)CC1,9.72,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9396570>
Nc1c2c(nc3c1CCCC3)CCCC2,9.72,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd93965e0>
C[C@@H](Cc1ccccc1)N(C)Cc1ccccc1,9.72,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9396730>
CCN1C[C@]2(COC(=O)c3ccccc3N3C(=O)C[C@H](C)C3=O)CC[C@H](OC)[C@@]34C1[C@@]1(OCO[C@@]15C[C@H](OC)[C@H]1C[C@@H]3[C@@H]5[C@H]1OC)[C@@H](OC)[C@H]24,9.72,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd93967a0>
Nc1c2c(nc3c1CCCC3)CCCC2.O=C(O)CCC(=O)O,9.72,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9396810>
COc1cc(OC)cc(N(CCNC(C)C)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1,9.72,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9396880>
NC1=N[C@H](c2nnc([C@@H]3CC4(CC4)[C@@H]4CN3C(=O)N4OS(=O)(=O)O)o2)CN1,9.72,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd93968f0>
CCNCC(O)c1cccc(O)c1,9.73,test,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9396960>
CCC(O)c1ccc(OCCNC(C)Cc2ccccc2)cc1,9.73,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd93969d0>
Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,9.73,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9396a40>
CN1CC2CCCC(C1)C2OC(=O)C(O)(c1ccccc1)C1CCCC1,9.73,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9396b20>
CC(C)c1cnn2c(NCc3ccccc3)cc(NC[C@H]3CCNC[C@@H]3O)nc12,9.73,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9396c00>
CC/C(=C(\c1ccc(O)cc1)c1ccc(OCCNC)cc1)c1ccccc1,9.74,test,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9396c70>
Cc1ncc(COP(=O)(O)O)c(CN(CCN(CC(=O)O)Cc2c(COP(=O)(O)O)cnc(C)c2O)CC(=O)O)c1O,9.74,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9396d50>
CN(C(=O)Cc1cccc2occc12)[C@H]1CC[C@@]2(CCCO2)C[C@@H]1N1CCCC1,9.74,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9396dc0>
CCN(CC)CCCN1c2ccccc2Sc2ccc(Cl)cc21,9.74,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9396e30>
CCOc1cc(N)c([N+](=O)[O-])cc1C(=O)NC1CCN(CC2CC=CCC2)CC1,9.74,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9396ea0>
CC(C)(Cc1ccc(Cl)cc1)NCCO,9.74,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9396f10>
O=C1CC[C@H]2[C@H]3Cc4cccc(O)c4[C@@]2(CCN3CC2CC2)C1,9.74,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9396f80>
O=c1ccc2c([C@@H](O)CNCCCCCCOCC(F)(F)c3ccccc3)ccc(O)c2[nH]1,9.74,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9397060>
CCN1C[C@]2(COC)[C@H](O)C[C@H](OC)[C@@]34[C@@H]5C[C@@]6(O)[C@H](OC(=O)c7ccccc7)[C@@H]5[C@@](OC(C)=O)([C@@H]([C@H](OC)[C@H]23)[C@H]14)[C@@H](O)[C@@H]6OC,9.74,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd93970d0>
CC(C)OC(=O)c1cc2c(OCC(O)CNC(C)(C)C)cccc2[nH]1,9.75,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd93971b0>
O=C1c2ccc3ccccc3c2C(=O)N1CCNCCCNCCN1C(=O)c2ccc3ccccc3c2C1=O,9.75,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9397220>
